frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
900.0,1113,1.4370784137913664,2.0,pictures\transformed\roomBright_figureDark\9.JPG,brightness,17.0281017361884,contrast,1.074510970856358,None,None,2.0,3_9_brightness17.0_contrast1.1.jpg,3.0,9,1.1,0.0,0.0,17.0,0.0
4800.0,1682,1.5960836970811192,15.0,pictures\transformed\roomBright_figureDark\I.JPG,gamma,0.8258036498412824,contrast,0.9088805019851748,equalization,28.4296941156629,1.0,16_I_gamma0.83_contrast0.91_equalization28.0.jpg,16.0,I,0.91,0.83,0.0,0.0,28.0
5700.0,4696,1.7937718625085404,18.0,pictures\transformed\roomBright_figureDark\1.JPG,sharpness,0.8888433981584078,brightness,27.65879957309712,contrast,0.9950920127126235,0.0,19_1_sharpness0.89_brightness28.0_contrast1.0.jpg,19.0,1,1.0,0.0,0.89,28.0,0.0
7800.0,5000,1.817734657573738,25.0,pictures\transformed\roomBright_figureDark\7.JPG,gamma,0.8254717653856402,contrast,0.8330678889856671,equalization,8.170244476850328,2.0,26_7_gamma0.83_contrast0.83_equalization8.2.jpg,26.0,7,0.83,0.83,0.0,0.0,8.2
9000.0,5599,2.048363865416024,29.0,pictures\transformed\roomBright_figureDark\2.JPG,gamma,0.5458847344551842,equalization,19.0907503431941,None,None,0.0,30_2_gamma0.55_equalization19.0.jpg,30.0,2,0.0,0.55,0.0,0.0,19.0
9300.0,5988,2.094581625062968,30.0,pictures\transformed\roomBright_figureDark\0.JPG,sharpness,0.0497146655635857,contrast,1.174004504785299,None,None,0.0,31_0_sharpness0.05_contrast1.2.jpg,31.0,0,1.2,0.0,0.05,0.0,0.0
10200.0,8003,2.4408179322433394,33.0,pictures\transformed\roomBright_figureDark\B.JPG,contrast,1.083814590965926,sharpness,0.3154696863252476,None,None,1.0,34_B_contrast1.1_sharpness0.32.jpg,34.0,B,1.1,0.0,0.32,0.0,0.0
12300.0,9206,1.9209107034273416,40.0,pictures\transformed\roomBright_figureDark\P.JPG,sharpness,0.9650522056478544,equalization,27.43200652206598,None,None,1.0,41_P_sharpness0.97_equalization27.0.jpg,41.0,P,0.0,0.0,0.97,0.0,27.0
,9512,2.2820564805013643,,,,,,,,,,,,,,,,,
,10390,2.41721554306766,,,,,,,,,,,,,,,,,
,12492,1.7941788071898812,,,,,,,,,,,,,,,,,
,13380,2.1030194635243804,,,,,,,,,,,,,,,,,
